reviewid,artist,title,score,author
13206,various artists,kitsun maison 7: the lucky one,7.3,marc hogan
13155,the sounds,crossing the rubicon,3.7,paul thompson
13199,tiga,ciao!,7.4,andrew gaerig
13120,the curious mystery,rotting slowly,5.7,marc hogan
13067,patrick wolf,the bachelor,6.2,ian cohen
13157,cortney tidwell,boys,7.0,joshua love
13085,xasthur,all reflections drained,6.0,cosmo lee
13189,miike snow,miike snow,5.0,marc hogan
13049,the warlocks,the mirror explodes,3.4,paul thompson
13161,mos def,the ecstatic,8.0,nate patrin
13163,charles mingus,mingus ah um: legacy edition,7.8,mike powell
13162,placebo,battle for the sun,3.4,ian cohen
13227,bachelorette,my electric family,7.5,amy granzin
13165,mannequin men,"lose your illusion, too",5.9,joe tangari
13159,dirty projectors,bitte orca,9.2,paul thompson
13160,british sea power,man of aran,6.7,eric harvey
13044,absu,absu,8.2,grayson currin
13145,valet,false face society,5.8,joe colly
12889,sin fang bous,clangour,6.9,roque strew
13153,sonic youth,the eternal,6.8,marc masters
13154,kasabian,west ryder pauper lunatic asylum,4.9,ian cohen
12941,zero boys,vicious circle,7.8,joshua klein
13144,liechtenstein,survival strategies in a modern world,6.7,joe colly
13190,freeway,philadelphia freeway 2,4.7,tom breihan
13087,eels,hombre lobo: 12 songs of desire,4.6,ian cohen
13082,noel gallagher,the dreams we have as children,6.2,scott plagenhoef
13088,miles davis,sketches of spain: legacy edition,8.0,mark richardson
13080,kevin blechdom,gentlemania,7.4,jessica suarez
13066,balmorhea,"all is wild, all is silent",7.6,grayson currin
13086,franz ferdinand,blood,6.4,patrick sisson
13091,james brown,"the singles, vol. 7: 1970-1972",8.6,douglas wolk
13076,tyvek,tyvek,7.6,david bevan
13083,two fingers,two fingers,7.1,tom breihan
13046,zombi,spirit animal,5.3,paul thompson
13077,jeff buckley,grace around the world,3.5,ryan dombal
13079,elvis costello,"secret, profane and sugarcane",3.8,douglas wolk
13084,iggy pop,prliminaires,5.4,joshua klein
13055,big business,mind the drift,7.1,grayson currin
13170,occidental brothers dance band international,odo sanbra,7.6,joe tangari
13151,jarvis cocker,further complications,6.5,ryan dombal
13152,j dilla,jay stay paid,8.1,nate patrin
13068,mouthus,divisionals,6.8,marc masters
13075,miss kittin & the hacker,two,4.4,david raposa
13050,eulogies,here anonymous,6.3,eric harvey
13074,coldplay,leftrightleftrightleft,6.8,stephen m. deusner
13064,lindstrm & prins thomas,ii,8.1,nate patrin
13065,various artists,"21st century, 21st year",6.0,joshua klein
13150,manic street preachers,journal for plague lovers,7.8,joe tangari
13089,charles spearin,the happiness project,6.8,rebecca raber
13195,sunn o))),monoliths & dimensions,8.5,grayson currin
12972,james blackshaw,the glass bead game,7.2,joe tangari
13149,themselves,thefreehoudini,6.6,jayson greene
13071,cave,psychic psummer,7.6,jason crock
13063,amesoeurs,amesoeurs,7.0,cosmo lee
13142,the field,yesterday & today,8.0,jess harvell
13192,the cool kids,gone fishing,5.7,tom breihan
13059,polly scattergood,polly scattergood,5.3,matthew perpetua
13062,the church,untitled #23,7.0,joe tangari
13056,monahans,dim the aurora,6.7,stephen m. deusner
13052,phoenix,wolfgang amadeus phoenix,8.5,ryan dombal
13193,danger mouse and sparklehorse,dark night of the soul,7.4,eric harvey
13054,diamond watch wrists,ice capped at both ends,6.2,jess harvell
13053,viva voce,rose city,7.6,rebecca raber
12894,aidan moffat & the best-ofs,how to get to heaven from scotland,7.6,joe tangari
13078,grizzly bear,veckatimest,9.0,paul thompson
13073,ugk,ugk 4 life,7.9,ian cohen
13048,black moth super rainbow,eating us,6.1,andrew gaerig
13031,el grupo nuevo de omar rodriguez-lopez,cryptomnesia,4.8,joshua klein
13051,eat skull,wild and inside,7.6,joe colly
13045,green day,21st century breakdown,4.8,jess harvell
13169,passion pit,manners,8.1,ian cohen
12984,jeremy enigk,ok bear,7.1,joe tangari
13000,au revoir simone,"still night, still light",7.8,brian howe
13028,savath y savalas,la llama,6.1,roque strew
12991,deerhunter,rainwater cassette exchange,7.5,marc hogan
13037,jason lytle,"yours truly, the commuter",7.4,stephen m. deusner
13092,ciara,fantasy ride,4.4,tom breihan
13070,the wooden birds,magnolia,7.1,joshua klein
13030,wolves in the throne room,malevolent grain,2.8,grayson currin
13041,iron & wine,around the well,7.3,joe tangari
13018,apostle of hustle,eats darkness,5.9,brian howe
13042,great lake swimmers,lost channels,7.2,matthew solarski
13036,clues,clues,6.4,matthew perpetua
12862,svarte greiner,kappe,6.0,brian howe
13034,eminem,relapse,4.8,ian cohen
13002,john vanderslice,romanian names,7.8,joe tangari
13038,white rabbits,it's frightening,7.4,eric harvey
13006,jeffrey lewis,'em are i,6.3,marc hogan
13039,night control,death control,7.2,amy granzin
13072,animal collective,animal crack box,7.5,marc masters
13024,phoenix,kitsun tabloid,7.0,andrew gaerig
13047,graham coxon,the spinning top,4.7,marc hogan
13035,meat puppets,sewn together,6.1,jess harvell
13021,the intelligence,fake surfers,7.3,stuart berman
13029,cam'ron,crime pays,5.7,ian cohen
13019,company flow,funcrusher plus,9.0,nate patrin
13069,"ekkehard ehlers, paul wirkus",ballads,7.9,roque strew
12891,harlem,free drugs;-),6.8,roque strew
12900,seeland,tomorrow today,6.5,eric harvey
13009,isis,wavering radiant,8.5,roque strew
13020,bloc party,intimacy remixed,3.2,ian cohen
12977,pontiak,maker,7.9,grayson currin
12964,dananananaykroyd,hey everyone!,7.4,marc hogan
13032,casper & the cookies,modern silence,5.4,matthew perpetua
13007,maximo park,quicken the heart,5.5,adam moerder
12997,a hawk and a hacksaw,dlivrance,7.8,mia clarke
13017,dd/mm/yyyy,black square,6.6,david raposa
13026,nadja,when i see the sun always shines on tv,8.0,jayson greene
13027,patrick watson,wooden arms,3.3,eric harvey
13015,mark kozelek,lost verses live,7.0,joe tangari
13001,steve earle,townes,5.3,stephen m. deusner
13023,hanne hukkelberg,blood from a stone,7.3,stephen m. deusner
12996,meanderthals,desire lines,7.5,andrew gaerig
13022,chain and the gang,down with liberty... up with chains!,6.7,matthew perpetua
13016,de la soul,are you in?,6.4,jess harvell
13012,casiotone for the painfully alone,vs. children,7.9,matthew solarski
13010,mika miko,we be xuxa,6.5,joe colly
13011,el michels affair,enter the 37th chamber,6.8,nate patrin
12838,the phantom band,checkmate savage,7.3,ian cohen
13014,arctic monkeys,arctic monkeys at the apollo,4.5,ryan dombal
13013,fischerspooner,entertainment,5.8,jessica suarez
12990,richard swift,the atlantic ocean,6.3,jayson greene
12986,kingsbury manx,ascenseur ouvert!,8.1,stephen m. deusner
12995,deradoorian,mind raft,5.8,mike powell
12980,akron/family,"set 'em wild, set 'em free",6.4,andrew gaerig
13004,magik markers,balf quarry,7.5,marc masters
12998,the horrors,primary colours,7.6,stuart berman
12993,odd nosdam,t.i.m.e. soundtrack,7.8,ian cohen
12749,woebot,automat ep,6.8,jess harvell
12949,nick cave & the bad seeds,from her to eternity,7.3,stuart berman
12955,the veils,sun gangs,6.7,rebecca raber
13003,peaches,i feel cream,7.3,matthew perpetua
12987,tara jane o'neil,a ways away,7.8,mia clarke
13005,the shortwave set,replica sun machine,3.5,eric harvey
12985,st. vincent,actor,8.5,matthew perpetua
12989,the vaselines,enter the vaselines,8.0,amy granzin
12943,wildbirds & peacedrums,the snake,8.3,mia clarke
12994,rodriguez,coming from reality,6.1,patrick sisson
12999,harlem shakes,technicolor health,5.0,joshua klein
12992,conor oberst and the mystic valley band,outer south,4.9,joshua love
12945,nomo,invisible cities,8.0,joe tangari
12981,thee oh sees,help,8.0,joe colly
12918,pink mountaintops,outside love,7.3,mia clarke
12960,double dagger,more,7.0,jason crock
12968,my morning jacket,celebracin de la ciudad natal,6.0,joshua klein
12848,comet gain,broken record prayers,8.2,mia clarke
12909,ariel pink's haunted graffiti,grandes exitos,7.0,mike powell
12971,bardo pond,peri,7.3,matthew murphy
12952,great northern,remind me where the light is,5.2,joshua love
12979,bob dylan,together through life,5.4,douglas wolk
12963,arthur russell,the sleeping bag sessions,6.5,jess harvell
12880,various artists,"the complete motown singles, vol. 11a: 1971",8.9,joe tangari
12978,the life and times,tragic boogie,6.9,david raposa
12969,crocodiles,summer of hate,4.1,joe colly
12974,the breeders,fate to fatal,6.4,paul thompson
12957,tinted windows,tinted windows,3.5,stephen m. deusner
12962,kid606,shout at the dner,6.8,jess harvell
12973,a camp,colonia,6.7,stuart berman
12975,ape school,ape school,6.3,matthew perpetua
12966,jane's addiction,a cabinet of curiosities,6.0,stuart berman
12849,brakes,touchdown,7.7,mia clarke
12970,throw me the statue,purpleface,5.1,paul thompson
12956,thunderheist,thunderheist,4.4,adam moerder
12967,bike for three!,more heart than brains,7.5,mia clarke
12965,japandroids,post-nothing,8.3,ian cohen
12961,prefuse 73,everything she touched turned ampexian,6.5,jess harvell
12959,moderat,moderat,7.6,joe colly
12901,jack rose,the black dirt sessions,7.2,matthew murphy
12878,the handsome family,honey moon,7.2,stephen m. deusner
12837,woods,songs of shame,8.3,matthew murphy
12954,sinad o'connor,i do not want what i haven't got [limited edition],7.8,mark richardson
12953,kurt vile,constant hitmaker,7.2,jayson greene
12958,black math horseman,wyllt,7.0,cosmo lee
12948,immaculate machine,high on jackson hill,4.5,eric harvey
12936,beck,one foot in the grave,7.8,mike powell
12950,pet shop boys,yes,4.9,douglas wolk
12944,manchester orchestra,mean everything to nothing,5.2,eric harvey
12939,cryptacize,mythomania,7.0,adam moerder
12828,the weight,are men,4.9,joshua love
12940,depeche mode,sounds of the universe,6.3,joshua klein
12931,asher roth,asleep in the bread aisle,2.4,ian cohen
12879,the deep dark woods,winter hours,7.3,amy granzin
12932,still flyin',never gonna touch the ground,6.0,stephen m. deusner
12886,1990s,kicks,4.9,rebecca raber
12942,camera obscura,my maudlin career,8.3,brian howe
12902,art brut,art brut vs. satan,7.7,marc hogan
12916,boston spaceships,the planets are blasted,7.5,paul thompson
12947,suckers,suckers ep,7.9,david bevan
12946,pterodactyl,worldwild,6.4,jason crock
12935,super furry animals,dark days/light years,8.3,marc hogan
12924,a-trak,infinity +1,7.8,nate patrin
12905,the monks,black monk time,9.2,joe tangari
12906,papercuts,you can have what you want,7.4,amy granzin
12920,d. rider,mother of curses,5.2,joshua klein
12929,bill callahan,sometimes i wish we were an eagle,8.1,brian howe
12927,al green,let's stay together,8.7,douglas wolk
12790,ladyfinger (ne),dusk,6.2,adrienne day
12933,agoraphobic nosebleed,agorapocalypse,5.0,cosmo lee
12757,nancy wallace,old stories,6.8,mia clarke
12938,radiohead,pablo honey: collector's edition,5.4,scott plagenhoef
12930,mr. lif,i heard it today,5.3,jayson greene
12925,dntel,early works for me if it works for you ii,7.2,jason crock
12914,wooden shjips,dos,7.2,marc masters
12928,telepathe,dance mother,6.7,joe colly
12904,doves,kingdom of rust,7.2,stuart berman
12922,micachu and the shapes,jewellery,7.9,douglas wolk
12899,lady sovereign,jigsaw,3.1,ian cohen
12917,jadakiss,the last kiss,5.2,jayson greene
12903,the assemble head in sunburst sound,when sweet sleep returned,7.1,nate patrin
12923,beastie boys,check your head: deluxe edition,6.7,nate patrin
12883,martyn,great lengths,7.5,philip sherburne
12926,silversun pickups,swoon,5.3,ian cohen
12913,bob mould,life and times,7.0,joshua klein
12888,nite jewel,good evening,6.3,ian cohen
12911,prince,lotusflow3r,4.9,jess harvell
12921,metric,fantasies,6.4,rebecca raber
12884,erasure,total pop! deluxe box,6.0,douglas wolk
12890,the usa is a monster,space programs,7.2,roque strew
12863,say hi,oohs & aahs,5.9,joe tangari
12910,bat for lashes,two suns,8.5,mark pytlik
12897,superchunk,leaves in the gutter,6.5,douglas wolk
12850,the love language,the love language,7.3,joshua love
12865,thieves like us,play music,5.6,marc hogan
12861,o+s,o+s,6.4,adam moerder
12908,various artists,score! twenty years of merge records: the covers,6.4,stephen m. deusner
12907,black dice,repo,7.1,andy battaglia
12877,gentleman reg,jet black,7.3,eric harvey
12767,circlesquare,songs about dancing and drugs,7.1,matthew perpetua
12876,mike bones,a fool for everyone,5.0,david raposa
12896,junior boys,begone dull care,7.5,jess harvell
12868,joker's daughter,the last laugh,7.3,stephen m. deusner
12740,baby charles,baby charles,7.3,jayson greene
12882,telekinesis,telekinesis!,6.3,matthew perpetua
12784,cheer-accident,fear draws misfortune,6.8,d. shawn bosler
12895,the hold steady,a positive rage,6.0,jason crock
12898,beth orton,trailer park: legacy edition,6.0,eric harvey
12840,mi ami,watersports,7.9,tom breihan
12759,various artists,ritual and education,8.1,mike powell
12885,the qemists,join the q,2.9,nate patrin
12847,crystal antlers,tentacles,6.7,ian cohen
12869,doom,born like this,8.0,nate patrin
12812,various artists,local customs: downriver revival,8.0,patrick sisson
12887,the coathangers,scramble,7.2,marc hogan
12892,it hugs back,inside your guitar,5.2,matthew perpetua
12873,pearl jam,ten: deluxe edition,6.7,stephen m. deusner
12881,various artists,nigeria 70: the definitive story of 1970s funky lagos,8.8,nate patrin
12803,ben klock,one,7.5,andrew gaerig
12851,tune-yards,bird-brains,6.8,mark richardson
12761,charles hamilton,dj skee presents: the best of the hamiltonization process,5.9,ian cohen
12893,the dukes of stratosphear,25 o'clock,7.7,chris dahlen
12846,swervedriver,raise,7.3,joe tangari
12800,matteah baim,laughing boy,7.2,mia clarke
12864,various artists,pop ambient 2009,6.4,joe colly
12806,obi best,capades,6.4,eric harvey
12872,mastodon,crack the skye,8.0,tom breihan
12830,the whitest boy alive,rules,6.3,nate patrin
12841,sissy wish,beauties never die,8.0,stephen m. deusner
12796,filastine,dirty bomb,7.0,mike powell
12867,bosque brown,baby,4.6,matthew perpetua
12874,peter bjorn and john,living thing,5.5,stuart berman
12875,the thermals,now we can see,7.8,rebecca raber
12811,various artists,soundboy's gravestone gets desecrated by vandals,6.9,jess harvell
12797,gomez,a new tide,5.4,stephen m. deusner
12785,young dro & yung l.a.,black boy white boy,4.1,tom breihan
12870,"pj harvey, john parish",a woman a man walked by,6.2,joshua klein
12871,red red meat,bunny gets paid [deluxe edition],8.9,mark richardson
12822,richard buckner,bloomed,8.4,brian howe
12793,bibio,vignetting the compost,6.8,brian howe
12752,harmonic 313,dirtbox ep,6.2,nate patrin
12859,bonnie prince billy,beware,7.9,andrew gaerig
12853,the juan maclean,the future will come,7.4,nate patrin
12738,the theater fire,matter and light,7.4,stephen m. deusner
12789,an horse,rearrange beds,6.7,matthew solarski
12771,the old ceremony,walk on thin air,6.2,joshua love
12855,yeah yeah yeahs,it's blitz!,8.1,joshua love
12852,serge gainsbourg,histoire de melody nelson,10.0,tom ewing
12747,anni rossi,rockwell,8.0,mia clarke
12802,project pat,real recognize real,7.7,tom breihan
12834,tombs,winter hours,7.1,tom breihan
12860,ryksopp,junior,7.9,mark pytlik
12832,jeremy jay,slow dance,7.7,marc hogan
12773,damien jurado,caught in the trees,7.3,matthew solarski
12792,various production,the invisible lodger,5.8,jess harvell
12815,mt. st. helens vietnam band,mt. st. helens vietnam band,3.9,joshua klein
12857,peter doherty,grace/wastelands,5.7,ian cohen
12854,fridge,early output: 1996-1998,6.8,mia clarke
12836,the drones,havilah,7.7,joe colly
12791,skeletons,money,5.9,andrew gaerig
12823,elvis perkins in dearland,elvis perkins in dearland,6.7,amy granzin
12842,the decemberists,the hazards of love,5.7,marc hogan
12856,i.u.d.,the proper sex,3.5,mike powell
12807,kylesa,static tensions,8.2,cosmo lee
12750,pan american,white bird release,7.0,joshua klein
12821,casiotone for the painfully alone,advance base battery life,6.9,rebecca raber
12845,fever ray,fever ray,8.1,mark pytlik
12844,lotus plaza,the floodlight collective,6.8,marc hogan
12780,friendly foes,born radical,7.0,rebecca raber
12774,david lang,pierced,7.2,jayson greene
12778,mr. oizo,lamb's anger,2.9,brian howe
12839,swan lake,enemy mine,7.4,david bevan
12843,gui boratto,take my breath away,6.1,mike orme
12753,various artists,calypsoul 70: caribbean soul & calypso crossover 1969-1979,8.0,joe tangari
12824,omar s,fabric 45,7.9,mike powell
12775,desolation wilderness,white light strobing,5.6,paul thompson
12833,dan deacon,bromst,8.5,nitsuh abebe
12805,nick lowe,quiet please...the new best of nick lowe,7.7,joshua klein
12804,the lines,flood bank,7.2,joshua klein
12748,marianne dissard,l'entredeux,7.2,stephen m. deusner
12825,brethren of the free spirit,the wolf also shall dwell with the lamb,6.8,joe tangari
12835,mstrkrft,fist of god,6.0,brian howe
12742,bob wills and his texas playboys,the tiffany transcriptions,8.9,stephen m. deusner
12814,dm stith,heavy ghost,7.6,joshua klein
12816,laura gibson,beasts of seasons,7.2,matthew solarski
12798,these are powers,all aboard future,6.9,jason crock
12826,cymbals eat guitars,why there are mountains,8.3,ian cohen
12829,obits,i blame you,6.3,jason crock
12776,nels cline,coward,6.9,marc masters
12801,white lies,to lose my life...,4.0,marc hogan
12768,bloodkin,"baby, they told us we would rise again",7.3,stephen m. deusner
12831,bishop allen,grrr...,3.5,grayson currin
12799,k'naan,troubadour,6.5,joshua love
12786,deleted scenes,birdseed shirt,8.0,chris dahlen
12788,coloma,love's recurring dream,7.0,tim finney
12755,oj da juiceman,the otha side of the trap...,7.0,david drake
12827,handsome furs,face control,8.0,paul thompson
12766,various artists,just like heaven: a tribute to the cure,1.7,ian cohen
12762,lars horntveth,kaleidoscopic,7.7,brian howe
12777,b. fleischmann,angst is not a weltanschauung!,6.9,roque strew
12769,dj koze,reincarnations: the remix chapter 2001-2009,7.5,jess harvell
12819,condo fucks,fuckbook,8.3,paul thompson
12820,bell orchestre,as seen through windows,7.5,mike orme
12733,bobby creekwater,the b.c. era,7.7,tom breihan
12736,soundtrack of our lives,communion,6.2,joshua klein
12737,mv & ee,drone trailer,5.8,roque strew
12813,marissa nadler,little hells,8.3,grayson currin
12809,mirah,(a)spera,7.8,mia clarke
12770,various artists,"the art of field recording, vol. 2",8.6,amanda petrusich
12763,extra golden,thank you very quickly,7.5,joe tangari
12764,hi red center,assemble,6.8,mia clarke
12818,cursive,"mama, i'm swollen",5.2,mia clarke
12808,brother ali,the truth is here,7.4,nate patrin
12735,franco & le tout puissant ok jazz,"francophonic, vol. 1: 1953 - 1980",8.8,mike powell
12756,sinden,fabriclive 43,6.0,jess harvell
12779,arbouretum,song of the pearl,5.8,grayson currin
12772,madlib,beat konducta vol. 5-6,8.3,nate patrin
12794,various artists,money will ruin everything: the second edition,7.4,chris dahlen
12765,zu,carboniferous,8.0,mia clarke
12743,aleks and the drummer,may a lightning bolt caress you ep,6.8,jason crock
12782,lithops,ye viols!,5.4,mike orme
12751,rio en medio,frontier,7.2,joshua klein
12787,the boy least likely to,the law of the playground,7.5,marc hogan
12741,the sight below,glider,6.8,brian howe
12795,various artists,selected + collected: an emusic selects compilation,7.8,rebecca raber
12734,woodpigeon,songbook,5.5,kasia galazka
12783,wavves,wavvves,8.1,david bevan
12754,j spaceman and matthew shipp,spaceshipp,6.5,grayson currin
12760,isaac hayes,black moses,8.7,stephen m. deusner
12744,surf city,surf city ep,7.4,joshua klein
12745,gringo star,all y'all,6.4,joshua klein
12729,neko case,middle cyclone,7.9,stephen m. deusner
12728,abe vigoda,reviver ep,7.7,jessica suarez
12723,shrag,shrag,7.4,marc hogan
12725,dent may & his magnificent ukulele,the good feeling music of dent may and his magnificent ukulele,5.5,joe colly
12721,longwave,secrets are sinister,4.8,ian cohen
12730,u2,no line on the horizon,4.2,ryan dombal
12727,malajube,labyrinthes,6.4,marc hogan
12724,here we go magic,here we go magic,7.4,eric harvey
12722,manda rin,my dna,6.0,jessica suarez
12726,grandmaster flash,the bridge: concept of a culture,3.5,nate patrin
12715,boredoms,super roots 10,7.6,mark richardson
12716,various artists,war child presents heroes,7.0,stephen m. deusner
12708,rokia traor,tchamantch,8.4,joshua klein
12710,cobra verde,haven't slept all year,7.0,stuart berman
12713,dressy bessy,holler and stomp,2.9,david raposa
12717,various artists,dark was the night,8.6,scott plagenhoef
12714,alela diane,to be still,8.0,amy granzin
12711,nimrod workman,i want to go where things are beautiful,8.8,stephen m. deusner
12712,odawas,the blue depths,7.7,matthew murphy
12709,loren connors & jim o'rourke,two nice catholic boys,7.2,marc masters
12706,the prodigy,invaders must die,5.8,jess harvell
12707,tim hecker,an imaginary country,7.7,joe colly
12698,mountains,choral,6.5,andrew gaerig
12696,me,fabric 42,6.9,tim finney
12704,"matmos, fennesz, jason forrest, ryoji ikeda, barbara morgenstern, snd, mika vainio",recovery,6.5,mark richardson
12703,...and you will know us by the trail of dead,the century of self,6.8,ian cohen
12705,clem snide,hungry bird,4.4,paul thompson
12693,"john chantler, tujiko noriko, lawrence english",u,7.4,joe tangari
12694,ursula bogner,recordings 1969-1988,7.3,marc masters
12699,jean on jean,jean on jean,6.7,marc hogan
12702,black lips,200 million thousand,7.3,jason crock
12695,peter tosh,the ultimate peter tosh experience,4.0,mike powell
12697,heartless bastards,the mountain,6.5,jason crock
12701,faunts,feel. love. thinking. of.,7.2,stuart berman
12700,azita,how will you?,5.7,nate patrin
12689,beirut/realpeople,march of the zapotec / holland,8.1,mia clarke
12680,atmosphere,god loves ugly,6.6,nate patrin
12688,van morrison,astral weeks live at the hollywood bowl,4.5,marc hogan
12626,murry hammond,i don't know where i'm going but i'm on my way,7.7,stephen m. deusner
12675,dead confederate,wrecking ball,5.7,david bevan
12690,the lonely island,incredibad,7.7,jessica suarez
12687,ryan adams,extra cheese ep,4.1,stephen m. deusner
12679,booka shade,cinematic shades (the slow songs),4.7,roque strew
12677,coconut records,davy,5.9,amy granzin
12684,alex moulton,exodus,6.9,mike orme
12686,n.a.s.a.,the spirit of apollo,1.6,tom breihan
12683,jason isbell and the 400 unit,jason isbell and the 400 unit,7.4,joshua love
12682,studio 1,studio 1,8.5,andy battaglia
12673,death,...for the whole world to see,7.1,adam moerder
12678,sbach,sbach,4.8,david raposa
12681,m. ward,hold time,6.8,marc hogan
12685,asobi seksu,hush,5.5,eric harvey
12674,vetiver,tight knit,7.2,matthew murphy
12676,pale young gentlemen,black forest (tra la la),7.3,ian cohen
12672,fight bite,emerald eyes,6.7,rebecca raber
12671,beastie boys,paul's boutique,10.0,nate patrin
12667,robyn hitchcock,goodnight oslo,6.5,mia clarke
12668,volcano suns,the bright orange years,8.2,marc masters
12625,stephen emmer,recitement,6.5,brian howe
12665,faraquet,anthology 1997-98,6.3,andrew gaerig
12669,dan auerbach,keep it hid,6.2,stephen m. deusner
12670,franz nicolay,major general,7.3,paul thompson
12666,windsurf,coastlines,6.6,andrew gaerig
12663,i heart lung,interoceans,7.5,joshua klein
12664,hector zazou & swara,in the house of mirrors,5.8,joshua klein
12662,lily allen,"it's not me, it's you",6.6,ryan dombal
12655,bee gees,odessa,7.2,bob stanley
12659,iran,dissolver,6.2,adam moerder
12657,free blood,the singles,5.9,marc hogan
12654,modern skirts,all of us in our night,4.8,joshua love
12661,various artists,factory records: communications 1978-92,6.8,tom ewing
12656,phosphorescent,to willie,7.6,joshua love
12660,benjy ferree,"come back to the five and dime, bobby dee bobby dee ",6.5,jessica suarez
12653,d. lissvik,7 trx + intermission,6.4,marc hogan
12658,goblin cock,come with me if you want to live,6.1,jason crock
12651,rza,afro samurai resurrection,4.2,ian cohen
12652,andy moor and dj/rupture,patches,7.2,brian howe
12648,ocean,pantheon of the lesser,8.4,grayson currin
12650,salem,water ep,6.1,marc hogan
12649,kevin rudolf,in the city,2.7,ian cohen
12644,the pains of being pure at heart,the pains of being pure at heart,8.4,ian cohen
12637,robert pollard,the crawling distance,2.8,paul thompson
12635,orchestre poly-rythmo de cotonou,volume one: the vodoun effect (funk & sato from benin's obscure labels 1973-1975),8.7,joe tangari
12633,freeway,month of madness,7.6,david drake
12646,psychic ills,mirror eye,1.4,joe colly
12645,deerhoof,live session ep,6.3,jessica suarez
12642,buddy holly,the memorial collection,7.7,stephen m. deusner
12630,the foreign exchange,leave it all behind,7.5,ian cohen
12643,the von bondies,"love, hate, and then there's you",5.8,stuart berman
12647,ben kweller,changing horses,5.3,joshua love
12639,nickel eye,the time of the assassins,5.2,joshua klein
12636,p.o.s.,never better,7.0,nate patrin
12638,six organs of admittance,rtz,7.7,stuart berman
12632,dillinger four,civil war,6.4,jason crock
12631,catfish haven,devastator,5.7,evan mcgarvey
12640,morrissey,years of refusal,8.1,tom ewing
12634,diplo,decent work for decent pay,5.2,jess harvell
12629,james brown,"the singles, vol. 6: 1969-1970",8.4,douglas wolk
12628,eine kleine nacht musik,eine kleine nacht musik,7.5,brian howe
12641,no neck blues band,clomeim,6.5,andrew gaerig
12619,the bpa,i think we're gonna need a bigger boat,5.7,douglas wolk
12621,kylie minogue,boombox,4.5,andy battaglia
12613,cotton jones,paranoid cocoon,5.8,eric harvey
12611,telefon tel aviv,immolate yourself,6.4,joshua klein
12580,larkin grimm,parplar,5.2,amy granzin
12608,times new viking,stay awake ep,7.9,paul thompson
12617,magnetic morning,a.m.,5.7,david raposa
12620,cut off your hands,you and i,7.1,jayson greene
12606,cale parks,sparklace,6.1,rebecca raber
12558,the bird and the bee,ray guns are not just the future,5.4,joshua klein
12567,jd twitch,mx6: twitch's 60 minutes of fear,8.4,philip sherburne
12616,superchunk,sur la bouche: live in montreal 1993,7.5,grayson currin
12618,loney dear,dear john,6.8,jayson greene
12573,lucky dragons,dream island laughing language,7.4,brian howe
12599,jaguar love,take me to the sea,6.8,eric harvey
12615,hot chip,hot chip with robert wyatt and geese,7.7,brian howe
12607,blackout beach,skin of evil,7.7,david bevan
12610,glass candy,deep gems,5.1,marc hogan
12560,misery index,traitors,7.5,cosmo lee
12561,landed,how little will it take,7.8,marc masters
12614,bruce springsteen,working on a dream,5.8,stephen m. deusner
12595,dlek,gutter tactics,7.6,joe tangari
12569,aether,artifacts,7.0,nate patrin
12570,chandeliers,the thrush ,6.4,jason crock
12557,susanna,flower of evil,5.5,joshua klein
12609,franz ferdinand,tonight,7.3,stuart berman
12600,of montreal,jon brion remix ep,7.2,joshua klein
12592,johnson&jonson,johnson&jonson,8.4,nate patrin
12584,lake,"oh, the places we'll go",6.5,marc hogan
12562,michael zapruder,dragon chinese cocktail horoscope,6.3,joe tangari
12612,thom yorke,the eraser rmxs,6.7,ryan dombal
12603,j. tillman,vacilando territory blues,7.6,stephen m. deusner
12579,kayhan kalhor & brooklyn rider,silent city,7.6,joe tangari
12586,"van dyke parks, inara george",an invitation,7.5,roque strew
12572,the standard,swimmer,4.7,joshua klein
12605,andrew bird,noble beast,7.5,joe tangari
12604,squarepusher,numbers lucent ep,6.5,mike orme
12594,white hinterland,luniculaire ep,6.9,roque strew
12564,muse mcanique,hold this ghost,7.2,rebecca raber
12559,ruby isle,night shot,5.5,kasia galazka
12590,a.c. newman,get guilty,7.5,eric harvey
12593,matt & kim,grand,7.3,rebecca raber
12574,an albatross,the an albatross family album,7.5,d. shawn bosler
12563,pretty & nice,get young,7.2,rebecca raber
12571,golden animals,free your mind and win a pony,6.1,joshua klein
12581,bon iver,blood bank ep,7.9,amanda petrusich
12589,various artists,johnny cash remixed,0.2,stephen m. deusner
12577,buraka som sistema,black diamond,7.9,tom ewing
12578,boduf songs,how shadows chase the balance,7.6,amy granzin
12588,daniel martin moore,stray age,5.7,matthew murphy
12596,antony and the johnsons,the crying light,8.6,marc masters
12602,thievery corporation,radio retaliation,2.6,mark pytlik
12583,herman dune,1-2-3/apple tree ep,7.6,stephen m. deusner
12585,these arms are snakes,tail swallower & dove,6.4,jason crock
12575,sparks,exotic creatures of the deep,4.4,douglas wolk
12601,my morning jacket,live from las vegas at the palms,7.0,joshua klein
12591,epmd,we mean business,6.6,ian cohen
12568,polysics,we ate the machine,6.9,mike orme
12587,the gourds,haymaker! ,7.5,stephen m. deusner
12576,cranes,cranes,7.2,mia clarke
12597,glasvegas,glasvegas,6.0,scott plagenhoef
12598,nodzzz,nodzzz,7.6,joe colly
12566,various artists,titan: it's all pop!,8.0,joe tangari
