reviewid,artist,title,score,author
3969,hurricane lamps,"more, more, more",7.3,joe tangari
8692,saul williams,saul williams,7.2,liam singer
6152,panthers,things are strange,6.2,nick sylvester
3568,green day,american idiot,7.2,johnny loftus
4283,daniel johnston,"discovered, covered: the late, great daniel johnston",8.3,david moore
4547,fela kuti,the underground spiritual game,8.4,liam singer
7779,subtle,a new white,7.8,brian howe
1781,cut chemist,the litmus test,6.1,cameron macdonald
995,jeff buckley,grace: legacy edition,9.0,dominique leone
8270,shugo tokumaru,night piece,8.6,nick sylvester
4346,will johnson,vultures await,7.7,stephen m. deusner
8272,moris tepper,head off,7.5,johnny loftus
6928,rah bras,eps,6.8,brian howe
1490,the clash,london calling: 25th anniversary legacy edition,10.0,amanda petrusich
550,devendra banhart,nio rojo,8.0,dominique leone
2577,dj clever,offshore presents: troubled waters,7.9,scott plagenhoef
8269,these arms are snakes,oxeneers or the lion sleeps when its antelope go home,7.6,david moore
4969,jens lekman,when i said i wanted to be your dog,7.0,johnny loftus
7778,shyne,godfather buried alive,6.9,jamin warren
11651,ellen allien,my parade,7.3,nick sylvester
6552,annette peacock,my mama never taught me how to cook: the aura years 1978-1982,7.9,chris dahlen
8520,viva voce,the heat can melt your brain,7.6,joe tangari
8038,the thrills,let's bottle bohemia,6.0,marc hogan
7603,super furry animals,phantom phorce,7.0,derek miller
4971,the legends,up against the legends,8.0,stephen m. deusner
7202,six organs of admittance,the manifestation,7.6,liam singer
8696,gary wilson,mary had brown hair,7.0,matthew murphy
8960,the zombies,as far as i can see...,0.9,marc hogan
1780,channels,open ep,7.7,brian howe
3322,flssin,lead singer,7.6,mark richardson
1250,call and response,winds take no shape,7.3,liam singer
5904,nedelle & thom,summerland,5.6,stephen m. deusner
2573,dungen,ta det lugnt,9.3,brandon stosuy
3738,har mar superstar,the handler,1.9,johnny loftus
3445,giant sand,is all over the map,8.3,matthew murphy
6927,chris richards,mystery spot,7.3,joe tangari
3621,george,all good things ep,7.0,dominique leone
5325,minus the bear,they make beer commercials like this ep,6.4,david moore
2952,the faint,wet from birth,5.5,derek miller
3321,the foreign exchange,connected,8.6,jamin warren
4623,mike ladd,nostalgialator,8.3,joe tangari
2905,"gene estribou, jean-paul pickens",intensifications,7.5,nick sylvester
2053,various artists,miad,6.9,cameron macdonald
7891,various artists,garden state,7.0,stephen m. deusner
3121,fly pan am,n'ecoutez pas,8.0,matthew murphy
3320,fingathing,fingathing and the big red nebula band,7.8,brian howe
4673,landing,sphere,5.8,derek miller
8633,paul westerberg,folker,7.2,matthew murphy
6651,radio 4,stealing of a nation,2.1,nick sylvester
452,arcade fire,funeral,9.7,david moore
8430,caetano veloso,antologia 69-03,8.9,liam singer
1779,the citizens,are we there yet?,7.9,joe tangari
5606,moving units,dangerous dreams,5.8,sam ubl
767,the black keys,rubber factory,8.3,jonathan zwickel
3651,guitar wolf,loverock,7.5,johnny loftus
1778,charmparticles,sit down for staying ep,7.0,nick sylvester
1127,by the end of tonight,fireworks on ice ep,6.7,sam ubl
6926,rise against,siren song of the counter culture,2.9,marc hogan
2052,various artists,future soundtrack for america,7.4,david moore
8268,terrestre,secondary inspection,8.6,mark richardson
5714,nina nastasia,dogs,7.4,chris dahlen
2570,diplo,florida,7.0,jonathan zwickel
3650,rachel goswell,waves are universal,6.8,stephen m. deusner
2346,dizzee rascal,showtime,8.6,scott plagenhoef
3991,homelife,guru man hubcap lady,8.2,jonathan zwickel
3967,keith hudson,"flesh of my skin, blood of my blood",7.9,andy beta
8780,white magic,through the sun door ep,7.4,amanda petrusich
2910,endochine,day two,5.7,joe tangari
6924,omar rodriguez-lpez,"a manual dexterity: soundtrack, vol. 1",7.5,brian howe
7626,supergrass,supergrass is 10,8.5,marc hogan
665,tim berne,acoustic and electric hard cell live,7.8,chris dahlen
5320,the minus 5,in rock,7.6,joe tangari
1777,communiqu,poison arrows,6.1,david moore
3646,the good life,album of the year,8.0,derek miller
8212,twilight singers,she loves you,7.4,stephen m. deusner
6648,radian,juxtaposition,7.1,matthew murphy
1126,beep beep,business casual,6.8,brian howe
1292,capitol k,happy happy,6.4,nick sylvester
4271,joan of arc,"joan of arc, dick cheney, mark twain...",5.3,david moore
1776,crime,san francisco's still doomed,7.8,brian howe
4689,lanterna,highways,7.6,liam singer
451,aeroc,viscous solid,7.0,johnny loftus
5699,nagisa ni te,the same as a flower,6.8,liam singer
1774,castanets,cathedral,8.5,amanda petrusich
2509,drive-by truckers,the dirty south,8.4,stephen m. deusner
6551,pigeon funk,pigeon funk,7.7,cameron macdonald
450,keren ann,not going anywhere,7.5,sam ubl
8643,whirlwind heat,flamingo honey,2.9,johnny loftus
737,bjrk,medulla,8.4,dominique leone
4771,the libertines,the libertines,7.1,eric carr
7777,sixtoo,chewing glass & other miracle cures,7.8,david moore
1773,crown city rockers,earthtones,7.7,jonathan zwickel
2650,steve earle,the revolution starts... now,6.8,stephen m. deusner
1,aberfeldy,young forever,3.4,marc hogan
5280,migala,la increble aventura,7.8,joe tangari
4679,mark lanegan,bubblegum,7.2,matthew murphy
4818,little wings,magic wand,7.0,derek miller
3990,hope of the states,the lost riots,5.7,natalie moore
3243,fugazi,"fugazi live series, vol. 1: september 3rd, 1987",8.4,cameron macdonald
6098,oakley hall,oakley hall,8.5,johnny loftus
4112,the (international) noise conspiracy,armed love,7.0,johnny loftus
2366,dj krush,jaku,7.3,cameron macdonald
6459,the presidents of the united states of america,love everybody,6.5,marc hogan
6486,the prodigy,"always outnumbered, never outgunned",3.9,scott plagenhoef
3027,morton feldman,patterns in a chromatic field,8.6,liam singer
7536,ken stringfellow,soft commands,7.7,joe tangari
8589,mike watt,the secondman's middle stand,7.5,matthew murphy
6550,the paper chase,god bless your black heart,6.4,brandon stosuy
5467,mouse on mars,radical connector,8.1,mark richardson
8266,talking heads,the name of this band is talking heads,9.2,scott plagenhoef
2789,engine down,engine down,7.7,brian howe
387,aveo,battery,6.0,derek miller
8535,vietnam,the concrete's always grayer on the other side of the street ep,5.0,jonathan zwickel
4458,the kinks,muswell hillbillies,8.9,jason josephes
3599,guided by voices,half smiles of the decomposed,7.0,rob mitchum
2567,dill,wyhiwyg,8.4,dominique leone
7088,the shaggs,the shaggs,6.7,david moore
5419,the mooney suzuki,alive & amplified,5.0,david moore
11716,datsuns,outta sight/outta mind,4.0,stephen m. deusner
1515,clinic,winchester cathedral,6.9,joe tangari
8909,yellow swans,bring the neon war home,8.3,sam ubl
8398,the vandermark five,elements of style... exercises in surprise,7.8,liam singer
8842,richard youngs,river through howling sky,6.9,matthew murphy
1124,a band of bees,free the bees,4.9,marc hogan
6921,razorlight,up all night,3.7,nick sylvester
6922,reigning sound,too much guitar,8.3,stephen m. deusner
802,the blithe sons,arm of the starfish,7.8,matthew murphy
8779,takashi wada,meguro,7.1,mark richardson
8512,velvet crush,stereo blues,6.4,joe tangari
3854,the hidden cameras,mississauga goddam,5.8,marc hogan
5605,masta killa,no said date,8.3,sam ubl
11807,pidgeon,from gutter w/love,8.0,brian howe
8166,tristeza,spine and sensory,7.4,liam singer
5305,ming + fs,back to one,6.8,jonathan zwickel
6547,prince po,the slickness,7.9,jamin warren
3975,the homosexuals,astral glamour,8.0,brian howe
3319,dan friel,sunburn,7.9,joe tangari
3234,john frusciante,the will to death,7.4,johnny loftus
3631,guapo,five suns,6.9,dominique leone
5978,various artists,i am a cold rock.  i am dull grass: a tribute to the music of will oldham,7.8,amanda petrusich
3989,half cousin,the function room,8.1,sam ubl
8265,tin hat trio,book of silk,7.8,jonathan zwickel
2908,esmerine,if only a sweet surrender to the nights to come be true,7.5,nathan humpal
7776,spalding rockwell,kate,3.0,johnny loftus
11859,venetian snares,huge chrome cylinder box unfolding,7.9,liam singer
6789,rilo kiley,more adventurous,6.7,chris dahlen
2907,the earlies,these were the earlies,7.9,marc hogan
5747,neotropic,white rabbits,7.7,david moore
4156,i am x,kiss and swallow,6.0,nick sylvester
978,bruces,the shining path,7.3,stephen m. deusner
8264,tilly and the wall,wild like children,7.5,brian howe
7775,sonic liberation front,ash a go-go,8.2,chris dahlen
1123,brand nubian,fire in the hole,6.5,jamin warren
6820,the rogers sisters,three fingers,5.8,jonathan zwickel
8515,viktor vaughn,vv2: venomous villain,6.9,nick sylvester
3647,gang gang dance,gang gang dance,8.6,andrew bryant
4583,konk,the sound of konk,7.9,liam singer
7773,sons and daughters,love the cup ep,7.7,joe tangari
3794,hecker,pv trecks,5.8,mark richardson
2569,death comet crew,this is riphop,8.8,jonathan zwickel
6097,octet,cash and carry songs,7.5,sam ubl
4041,i am the world trade center,the cover up,7.2,johnny loftus
5604,masta ace,a long hot summer,7.1,jamin warren
4581,keane,hopes and fears,2.8,stephen m. deusner
8657,jim white,drill a hole in that substrate and tell me what you see,8.1,joe tangari
4582,felix kubin,matki wandalki,8.1,dominique leone
6546,passage,the forcefield kids,6.6,liam singer
1931,various artists,old enough 2 know better,8.1,liam singer
3318,fripp & eno,the equatorial stars,7.8,dominique leone
7103,shearwater,winged life,7.5,stephen m. deusner
8534,volebeats,country favorites,6.9,joe tangari
2051,various artists,the conet project,8.0,mark richardson
7405,sparta,porcelain,7.6,brian howe
2568,dna,dna on dna,8.1,chris dahlen
1772,consequence,take 'em to the cleaners,7.0,jamin warren
7772,slowblow,slowblow,7.0,johnny loftus
3875,hint hint,young days,3.3,nick sylvester
6919,rogue wave,out of the shadow,7.8,brian howe
8088,amon tobin,recorded live,7.4,jonathan zwickel
5603,meow meow,snow gas bones,7.1,zach vowell
5966,old 97's,drag it up,7.0,stephen m. deusner
8404,john vanderslice,mgm endings: cellar door remixes,6.0,andrew lehman
3381,galaxie 500,uncollected,7.2,sam ubl
522,bad religion,the empire strikes first,8.2,j.h. tompkins
5602,mystic chords of memory,mystic chords of memory,7.7,amanda petrusich
3988,"doug hilsinger, caroleen beatty",taking tiger mountain (by strategy),7.6,andy beta
7593,the sunshine fix,green imagination,3.5,nick sylvester
8959,the zombies,odessey and oracle,9.3,liam singer
4422,david kilgour,frozen orange,7.8,joe tangari
1636,the court & spark,dead diamond river ep,7.4,sam ubl
5601,moco,out to go,7.2,joe tangari
6849,"fennesz, keith rowe",live at the lu,6.4,andy beta
1563,comets on fire,blue cathedral,8.5,brandon stosuy
3316,the futureheads,the futureheads,8.3,sam ubl
7770,shrimp boat,something grand,8.0,chris dahlen
7769,erick sermon,"chilltown, new york",7.4,jamin warren
8910,d. yellow swans,duh yellow swans,7.1,liam singer
8882,monk hughes & the outer realm,a tribute to brother weldon,5.5,jonathan zwickel
3644,davd garza,a strange mess of flowers,7.4,stephen m. deusner
3645,the good life,lovers need lawyers ep,7.3,brian howe
8950,"tom z, gilberto assis",santagustin,7.1,dominique leone
5599,the mae shi,terrorbird,6.5,nick sylvester
4450,kings of convenience,riot on an empty street,7.3,rob mitchum
6969,sahara hotnights,kiss & tell,8.1,johnny loftus
3643,michael gordon,light is calling,8.0,liam singer
5598,murcof,utopia,7.9,mark richardson
8778,the waxwings,let's make our descent,5.7,stephen m. deusner
6914,ratatat,remixes,7.0,jonathan zwickel
4457,the kinks,the village green preservation society,9.5,j.h. tompkins
2050,various artists,melatonin: meditations on sound in sleep,8.0,joe tangari
7935,tangiers,never bring you pleasure,8.0,amanda petrusich
2550,dolorean,not exotic,6.6,stephen m. deusner
11784,mount eerie,seven new songs of mount eerie,7.8,sam ubl
4580,korekyojin,arabesque,8.2,dominique leone
1032,busdriver,cosmic cleavage,8.0,chris dahlen
5903,neurosis,the eye of every storm,7.0,brian howe
2527,matthew dear,backstroke,6.8,nick sylvester
152,oren ambarchi,grapes from the estate,7.9,brandon stosuy
7579,sunn o))),white2,8.0,johnny loftus
5534,my morning jacket,acoustic citsuoca ep,7.5,joe tangari
5593,juana molina,tres cosas,7.2,mark pytlik
6813,rocket from the crypt,circa: now! +4,6.8,brian howe
529,badly drawn boy,one plus one is one,3.0,sam ubl
1855,various artists,shanti project collection 3,7.5,stephen m. deusner
3640,gravenhurst,flashlight seasons,7.1,liam singer
7252,slum village,detroit deli,6.1,jamin warren
11701,vic chesnutt,little,8.6,stephen m. deusner
4861,los amigos invisibles,"the venezuelan zinga son, vol. 1",7.8,jonathan zwickel
2566,dr. mix and the remix,wall of noise,7.1,mark richardson
3978,peggy honeywell,honey for dinner,7.0,neil robertson
3153,for stars,...it falls apart,4.6,sam ubl
11693,battles,ep c,7.8,sam ubl
7513,sufjan stevens,a sun came [2nd edition],6.0,nick sylvester
8556,wagon christ,sorry i make you lush,7.8,jonathan zwickel
3237,fuck,those are not my bongos,7.5,amanda petrusich
6545,pink grease,this is for real,6.9,johnny loftus
8130,tram,frequently asked questions,7.0,camilo arturo leslie
3892,the hives,tyrannosaurus hives,7.5,nick sylvester
1571,the concretes,the concretes,8.1,joe tangari
7472,stars,set yourself on fire,8.4,sam ubl
928,the brian jonestown massacre,and this is our music,7.8,j.h. tompkins
5853,now it's overhead,fall back open,7.0,brian howe
8000,they might be giants,the spine,5.3,liam singer
910,glenn branca,lesson no. 1,8.7,liam singer
1771,the comas,conductor,8.0,brian howe
859,boom bip,corymb,7.4,liam singer
4155,icy demons,fight back!,7.3,joe tangari
2418,tanya donelly,whiskey tango ghosts,6.3,chris dahlen
6834,the roots,the tipping point,5.4,nick sylvester
1734,charalambides,joy shapes,8.6,dominique leone
8958,don zientara,sixteen songs,7.0,stephen m. deusner
448,john adams,road movies,7.5,liam singer
6738,lou reed,animal serenade,6.5,stephen may
11671,belle and sebastian,"step into my office, baby ep",6.9,scott plagenhoef
3272,the fiery furnaces,blueberry boat,9.6,chris dahlen
3314,feist,let it die,8.1,mark pytlik
1117,blackout beach,light flows the putrid dawn,7.9,nick sylvester
7768,skalpel,skalpel,7.2,jonathan zwickel
5902,nice device,birth of a lover,7.0,johnny loftus
3891,the hives,your new favorite band,7.7,stephen m. deusner
6544,paik,satin black,7.5,mark richardson
1116,eszter balint,mud,5.9,catherine lewis
6395,the polyphonic spree,together we're heavy,7.6,rob mitchum
7767,shocking pinks,dance the dance electric,8.2,sam ubl
2342,the divine comedy,absent friends,7.8,joe tangari
3639,the girls,the girls,7.0,brian howe
3451,bebel gilberto,bebel gilberto,6.0,dominique leone
3823,hepcat,out of nowhere,7.1,jonathan zwickel
2976,the fall,"50,000 fall fans can't be wrong",9.3,alex linhardt
2699,einstrzende neubauten,kalte sterne: early recordings,7.7,joe tangari
6665,"radioinactive, antimc",free kamal,7.7,brian howe
449,ataxia,automatic writing,7.1,brian howe
8263,thee shams,please yourself,6.3,stephen m. deusner
549,various artists,golden apples of the sun,8.6,brandon stosuy
710,biosphere,autour de la lune,7.8,mark richardson
7766,jesse sykes & the sweet hereafter,"oh, my girl",7.6,johnny loftus
2020,various artists,kompakt 100,7.6,dominique leone
1770,tom carter,monument,4.8,catherine lewis
101,the album leaf,in a safe place,7.9,amanda petrusich
8261,two gallants,the throes,8.5,jonathan zwickel
8877,susumu yokota,laputa,8.3,liam singer
1726,the chinese stars,a rare sensation,6.1,nick sylvester
8777,eberhard weber,selected recordings,5.6,chris dahlen
4579,the killers,hot fuss,5.2,johnny loftus
2049,various artists,thank you,7.5,johnny loftus
4307,simon joyner,lost with the lights on,7.3,joe tangari
7765,the silent league,"the orchestra, sadly, has refused",5.0,rob mitchum
6917,max richter,the blue notebooks,8.7,mark pytlik
11735,emperor x,tectonic membrane/thin strip on an edgeless platform,7.8,sam ubl
3584,david grubbs,a guess at the riddle,7.4,brandon stosuy
7764,ron sexsmith,retriever,7.3,stephen m. deusner
3805,the helio sequence,love and distance,5.0,brian howe
11774,jens lekman,rocky dennis ep,7.0,stephen m. deusner
1115,bumblebeez 81,the printz,6.0,johnny loftus
7167,thee silver mountain reveries,pretty little lightning paw ep,7.6,brian howe
6033,orbital,the blue album,7.3,scott plagenhoef
11685,broken spindles,fulfilled/complete,6.9,joe tangari
